,HSIGPIO8,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO9,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO10,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO11,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO12,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO13,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO14,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO15,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO16,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO17,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO18,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO19,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO20,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO21,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO22,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,HSIGPIO23,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
,,,,,
,,,,,
,,,,,
SGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,SGPIO0,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO1,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO2,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO3,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO4,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO5,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO6,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO7,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO8,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO9,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO10,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO11,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,SGPIO12,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO13,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO14,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO15,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
,,,,,
,,,,,
,,,,,
PGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,PGPIO0,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO1,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO2,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO3,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO4,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO5,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO6,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO7,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO8,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO9,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO10,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO11,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO12,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO13,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO14,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO15,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO16,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO17,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO18,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO19,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO20,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,PGPIO21,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO22,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO23,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO24,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,PGPIO25,PAD_DRIVINGSINK_LEVEL_1,PAD_NONE,GPIO_DIR_INPUT,LOW
,,,,,
,,,,,
,,,,,
,,,,,
LGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,LGPIO0,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO1,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO2,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO3,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO4,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO5,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO6,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO7,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO8,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO9,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO10,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO11,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO12,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO13,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO14,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO15,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO16,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO17,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO18,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO19,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO20,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO21,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO22,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,LGPIO23,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,LGPIO24,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,,,,,
,,,,,
,,,,,
,,,,,
AGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,AGPIO0,PAD_DRIVINGSINK_LEVEL_0,PAD_NONE,GPIO_DIR_INPUT,LOW
,AGPIO1,PAD_DRIVINGSINK_LEVEL_0,PAD_NONE,GPIO_DIR_INPUT,LOW
,AGPIO2,PAD_DRIVINGSINK_LEVEL_0,PAD_NONE,GPIO_DIR_INPUT,LOW
,,,,,
,,,,,
,,,,,
,,,,,
DGPIO,pin,DRIVINGSINK,PULLDOWN,DIRECTION,OUTPUT
,DGPIO0,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO1,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO2,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLUP,GPIO_DIR_INPUT,LOW
,DGPIO3,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO4,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO5,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO6,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO7,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO8,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO9,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO10,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO11,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO12,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO13,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,DGPIO14,PAD_DRIVINGSINK_LEVEL_1,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
